EstablecimientoCodigoAntiguo;EstablecimientoCodigo;EstablecimientoCodigoMadreAntiguo;EstablecimientoCodigoMadreNuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;AmbitoFuncionamiento;EstablecimientoGlosa;Certificacion;DependenciaAdministrativa;NivelAtencionEstabglosa;ComunaCodigo;ComunaGlosa;TipoViaGlosa;Numero;NombreVia;TelefonoMovil_TelefonoFijo;FechaInicioFuncionamientoEstab;TieneServicioUrgencia;TipoUrgencia;ClasificacionTipoSapu;Latitud;Longitud;TipoSistemaSaludGlosa;EstadoFuncionamiento;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa;FechaIncorporacion;FechaCierre
22-907;200338;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;INSTITUTO TELETÓN VALDIVIA;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;2631;Rene Schneider;632280000;09-12-2016;NO;No Aplica;No Aplica;-3.983.696;-73.220.038;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-228;122228;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO SURMEDICA;No Aplica;Privado;Secundario;14101;VALDIVIA;Avenida;1655;Francia;632229500;01-01-2009;NO;No Aplica;No Aplica;-39.830.441;-73.241.481;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-217;122217;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO CLÍNICO MILITAR VALDIVIA;No Aplica;Ejército de Chile;Secundario;14101;VALDIVIA;Calle;1650;Orostegui;632247300;01-01-2009;NO;No Aplica;No Aplica;-39.823.831;-73.232.307;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-252;200281;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO DOCENTE ASISTENCIAL UNIVERSIDAD SAN SEBASTIÁN;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;1095;Vicente Perez Rosales;632632851;13-08-2012;NO;No Aplica;No Aplica;-39.821.426;-73.248.411;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-238;122238;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;SOCIEDAD LABORATORIO ESPECIALIDADES MÉDICAS LTDA.;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;825;Beauchef;632213886;01-01-2009;NO;No Aplica;No Aplica;-39.818.319;-73.238.804;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-227;122227;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO BEAUCHEFF;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;723;Beauchef,  Edificio Medico Beauchef;632244581;01-01-2009;NO;No Aplica;No Aplica;-39.817.977;-7.324.054;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-253;200286;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO DOCENTE ASISTENCIAL UNIVERSIDAD SANTO TOMÁS;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;1160;Picarte;632284153;24-03-2014;NO;No Aplica;No Aplica;-39.817.431;-73.233.083;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-216;122216;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO CARABINEROS VALDIVIA;No Aplica;Carabineros;Secundario;14101;VALDIVIA;Calle;1129;Picarte;632241526;01-01-2009;NO;No Aplica;No Aplica;-398.174;-73.234.136;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-232;122232;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO REGIONAL DE GENDARMERÍA;No Aplica;Gendamería;Secundario;14101;VALDIVIA;Calle;;Los Pelúes;632253290;01-01-2009;NO;No Aplica;No Aplica;-3.981.404;-7.326.112;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-229;122229;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CMA COSTANERA;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;201;Pedro de Valdivia;632219376;01-01-2009;NO;No Aplica;No Aplica;-39.813.397;-73.237.131;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-213;122213;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;MEGASALUD S.A CENTRO MÉDICO Y DENTAL VALDIVIA;No Aplica;Privado;No Aplica;14101;VALDIVIA;Avenida;475;Alemania;632200750;01-01-2009;NO;No Aplica;No Aplica;-39.812.978;-73.242.607;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-218;122218;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD UNIVERSIDAD AUSTRAL DE CHILE;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;;Isla Teja;632221321;01-01-2009;NO;No Aplica;No Aplica;-39.808.929;-73.258.842;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-222;122222;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO INFODEMA;No Aplica;Privado;Secundario;14101;VALDIVIA;Avenida;1000;España;632216151;01-01-2009;NO;No Aplica;No Aplica;-39.808.235;-73.234.599;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-220;122220;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO ASTILLEROS Y SERVICIOS NAVALES ASENAV;No Aplica;Privado;Secundario;14101;VALDIVIA;Avenida;1135;España;632216102;01-01-2009;NO;No Aplica;No Aplica;-39.806.023;-73.237.775;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-219;122219;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD MASISA;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;850;José Manuel Balmaceda;632217862;01-01-2009;NO;No Aplica;No Aplica;-39.791.571;-73.198.747;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
22-913;200600;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO ODONTOLÓGICO Y MÉDICO SAN CRISTÓBAL;No Aplica;Privado;No Aplica;14105;MÁFIL;Calle;579;Balmaceda;932119397;27-06-2019;NO;No Aplica;No Aplica;-39.665.994;-72.951.268;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
;201168;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;VITAL MEDICAL CENTER;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;838;Beauchef;632624379;08-11-2021;NO;No Aplica;No Aplica;-39.817.647;-73.238.688;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;03-03-2022;
;201246;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO IST VALDIVIA;No Aplica;Privado;Secundario;14101;VALDIVIA;Avenida;1655;Francia;958192855;24-10-2014;NO;No Aplica;No Aplica;-39.830.501;-73.241.339;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;28-08-2023;
;201665;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;ESPACIO LUNA;No Aplica;Privado;Secundario;14201;LA UNIÓN;Calle;492;Letelier;87307482;03-09-2024;NO;No Aplica;No Aplica;-402.959.321;-730.804.712;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;27-09-2024;
;202077;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CLINICA VITALE;No Aplica;Privado;Secundario;14108;PANGUIPULLI;Calle;437;BERNARDO O'HIGGINS;973773956;19-08-2025;NO;No Aplica;No Aplica;-3.964.210.944;-7.232.806.538;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;01-09-2025;
;202219;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CLÍNICA ODESAN;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;1088;Tornagaleones;56(9)77900606;27-11-2025;No Aplica;No Aplica;No Aplica;-3.983.118.396;-7.323.847.424;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;31-12-2025;
;202242;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CAPILUX;No Aplica;Privado;No Aplica;14101;VALDIVIA;Calle;561;Arauco;940955351;13-01-2026;No Aplica;No Aplica;No Aplica;-3.981.650.526;-7.324.242.193;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;No Aplica;ATENCIÓN ABIERTA-AMBULATORIA;26-01-2026;
;202250;;;14;LOS RÍOS;14;SEREMI DE SALUD DE LOS RÍOS;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CASA MONTE;No Aplica;Privado;Secundario;14101;VALDIVIA;Calle;925;Beauchef;63 2239257;29-07-2025;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;11-03-2026;
26-216;126216;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CLÍNICA HARRIS;No Aplica;Privado;No Aplica;12201;CABO DE HORNOS;Calle;12202;Cabo de Hornos;612750000;01-01-2009;NO;No Aplica;No Aplica;;;PRIVADO;CERRADO;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;19-11-2021
26-217;126217;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO Y DENTAL LA ARAUCANA S.A.;No Aplica;Privado;No Aplica;12101;PUNTA ARENAS;Calle;850;Libertador Bernardo O'Higgins;612244983;01-01-2009;NO;No Aplica;No Aplica;;;PRIVADO;CERRADO;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;01-12-2019
26-215;126215;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CLÍNICA SOMBRERO;No Aplica;Privado;No Aplica;12302;PRIMAVERA;Calle;;Sombrero;612296622;01-01-2009;NO;No Aplica;No Aplica;;;PRIVADO;CERRADO;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;19-11-2021
26-203;126203;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE SALUD MUTUAL CCHC PUNTA ARENAS;No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Avenida;1890;España;612207800;;NO;No Aplica;No Aplica;-53.168.237;-70.922.324;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-908;200700;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DIAGNÓSTICO  CLINICA  MAGALLANES;No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Calle;890;Presidente Pedro Montt;;;NO;No Aplica;No Aplica;-5.316.293;-70.923.197;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-214;126214;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO Y DENTAL MEGASALUD S.A PUNTA ARENAS;No Aplica;Privado;No Aplica;12101;PUNTA ARENAS;Calle;890;Puerto Montt;612241110;;NO;No Aplica;No Aplica;-53.162.831;-70.905.418;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-211;126211;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO MEDVITAL;No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Calle;1057;Armando Sanhueza;612235485;;NO;No Aplica;No Aplica;-53.161.227;-70.911.645;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-222;126222;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO DE LA FUERZAS ARMADAS Y DE ORDEN;No Aplica;Fuerza Aérea de Chile;Secundario;12101;PUNTA ARENAS;Calle;611;José Menendez;612241206;;NO;No Aplica;No Aplica;-53.160.682;-70.908.544;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-213;126213;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;INSTITUTO MÉDICO SARMIENTO;No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Calle;607;Sarmiento;612238587;;NO;No Aplica;No Aplica;-53.155.788;-70.903.864;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-227;126227;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRAL ODONTOLÓGICA DE MAGALLANES DE 3ERA ZONA NAVAL;No Aplica;Armada de Chile;Secundario;12101;PUNTA ARENAS;Avenida;256;Bulnes;612207511;;NO;No Aplica;No Aplica;-53.154.624;-70.901.345;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-219;126219;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE REHABILITACIÓN CLUB DE LEONES CRUZ DEL SUR;No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Calle;1411;Suiza;612217396;;NO;No Aplica;No Aplica;-53.143.158;-70.881.773;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-220;126220;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO ACHS (PUNTA ARENAS);No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Avenida;;Presidente Manuel Bulnes;612206400;;NO;No Aplica;No Aplica;-53.137.931;-70.887.143;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-202;126202;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO DE ATENCIÓN INSTITUTO DE SEGURIDAD DEL TRABAJADOR PUNTA ARENAS;No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Avenida;1643;Bulnes;612210738;30-12-2005;NO;No Aplica;No Aplica;-53.136.785;-70.884.704;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-905;200541;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CLÍNICA IMET;No Aplica;Privado;Secundario;12101;PUNTA ARENAS;Avenida;4236;Presidente Manuel Bulnes;612363000;04-05-2018;NO;No Aplica;No Aplica;-53.129.674;-70.877.252;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
26-925;200025;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO DE ASOCIACIÓN CHILENA DE SEGURIDAD;No Aplica;Privado;Secundario;12401;NATALES;Calle;230;Baquedano;;17-11-1998;NO;No Aplica;No Aplica;-51.726.161;-72.501.522;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
;202288;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;"AREA MEDICA DEL CENTRO CLINICO MILITAR ""PUNTA ARENAS""";No Aplica;Ejército de Chile;Secundario;12101;PUNTA ARENAS;Avenida;256;Pdte. Manuel Bulnes;61-2247963;19-11-2021;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;21-04-2026;
;202291;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLINICO MUTUAL PORVENIR;No Aplica;Privado;Secundario;12301;PORVENIR;Calle;273;Mariano Guerrero;;17-03-2016;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;05-05-2026;
;202291;;;12;MAGALLANES Y DE LA ANTÁRTICA CHILENA;12;SEREMI DE SALUD DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLINICO MUTUAL PORVENIR;No Aplica;Privado;Secundario;12301;PORVENIR;Calle;273;Mariano Guerrero;;17-03-2016;No Aplica;No Aplica;No Aplica;;;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;05-05-2026;
16-269;116269;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;ASOCIACIÓN CHILENA DE SEGURIDAD ACHS PARRAL;No Aplica;Privado;Secundario;7404;PARRAL;Calle;247;Aníbal Pinto;;01-01-2009;NO;No Aplica;No Aplica;-3.613.894;-71.829.592;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
16-268;116268;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;ASOCIACIÓN CHILENA DE SEGURIDAD ACHS CAUQUENES;No Aplica;Privado;Secundario;7201;CAUQUENES;Calle;479;Yungay;;01-01-2009;NO;No Aplica;No Aplica;-35.969.134;-72.315.916;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
16-927;200416;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO Y LABORATORIO CLÍNICO SAN RAFAEL;No Aplica;Privado;No Aplica;7201;CAUQUENES;Calle;322;Catedral;;27-12-2016;NO;No Aplica;No Aplica;-35.968.468;-72.316.047;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
16-922;200410;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;CENTRO MÉDICO CAUQUENES;No Aplica;Privado;Secundario;7201;CAUQUENES;Calle;241;Claudina Urrutia - A;;28-05-2012;NO;No Aplica;No Aplica;-35.968.242;-72.315.012;PRIVADO;VIGENTE EN OPERACIÓN HABITUAL;Mediana Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
16-993;200277;;;7;MAULE;7;SEREMI DE SALUD DEL MAULE;No Perteneciente al Sistema Nacional de Servicios de Salud;CENTRO DE SALUD PRIVADO;ESTABLECIMIENTO DE SALUD;POLICLÍNICO CENTRO DE CUMPLIMIENTO PENITENCIARIO DE CAUQUENES;No Aplica;Gendamería;Secundario;7201;CAUQUENES;Calle;;Santa Sofía;732612037;10-07-2003;NO;No Aplica;No Aplica;-35.967.326;-72.354.795;FUERZAS ARMADAS Y DE ORDEN;VIGENTE EN OPERACIÓN HABITUAL;Baja Complejidad;ATENCIÓN ABIERTA-AMBULATORIA;;
